date,method,grid_plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,energy_start_kwh,energy_end_kwh,emergency_periods,energy_min_kwh,energy_max_kwh
2025-02-11,stochastic_48h,88242.50676388548,24622.406715167544,19944.14943928572,20.610581944444448,8364.26293661477,55240.18415636516,107.87445150694444,55348.05860787211,8549.999999999998,8549.999999999993,4,1199.9999999999927,10799.999999999998
2025-02-11,deterministic_48h,85514.58258334633,24356.704607018495,19728.93073168498,72.48214999999993,5738.693724679487,53279.83532241569,412.44747716666654,53692.28279958236,8550.0,8550.000000000005,7,1200.000000000001,10800.000000000004
2025-02-11,no_storage,83712.96241434675,0.0,0.0,20.610581944444448,8512.975862957872,66658.93460954337,107.87445150694444,66766.80906105031,6000.0,6000.0,4,6000.0,6000.0
2025-02-11,stochastic_24h,88242.50676388548,24622.406715167544,19944.14943928572,20.610581944444448,8364.26293661477,55248.53415636516,107.87445150694444,55356.408607872116,5999.999999999999,5999.9999999999945,4,1199.9999999999945,10800.0
2025-02-12,stochastic_48h,87623.22300949687,24537.45200246084,19875.33612199329,109.07276228632531,7803.443757982299,54880.835582060216,491.0259549439809,55371.861537004195,8549.999999999993,8549.999999999989,9,1199.999999999989,10799.999999999993
2025-02-12,deterministic_48h,85020.20937711245,24247.31121195676,19640.32208168498,289.2287435439554,5435.712857051283,52996.82617199108,1333.8570565059265,54330.683228497,8550.000000000005,8550.000000000004,21,1200.0000000000045,10800.0
2025-02-12,no_storage,83080.49957469475,0.0,0.0,109.0727622863252,7922.836203647741,66285.00015804863,491.02595494398065,66776.02611299261,6000.0,6000.0,9,6000.0,6000.0
2025-02-12,stochastic_24h,87623.22300949685,24537.452002460846,19875.33612199329,109.0727622863252,7803.443757982299,54889.185582060214,491.02595494398065,55380.211537004194,5999.9999999999945,5999.999999999995,9,1199.9999999999955,10800.0
2025-02-13,stochastic_48h,85842.08567649667,23750.275801206677,19777.72339897741,39.910202380952,10579.96445998169,53851.9744318692,182.11681878720043,54034.091250656405,8549.999999999989,7949.999999999986,7,1199.9999999999864,10799.999999999989
2025-02-13,deterministic_48h,83269.22105255956,22886.51001226653,19078.073109935896,81.22063154761884,8212.525765109893,52059.10395908213,458.091940878869,52517.195899961,8550.000000000004,7949.999999999997,13,1199.9999999999973,10800.0
2025-02-13,no_storage,82039.71475125154,0.0,0.0,39.91020238095223,10750.145936965811,65506.94831499705,182.11681878720094,65689.06513378426,6000.0,6000.0,7,6000.0,6000.0
2025-02-13,stochastic_24h,86508.75234316333,24416.94246787335,19777.72339897741,39.910202380952,10579.96445998169,54143.524431869206,182.11681878720043,54325.64125065641,5999.999999999995,5999.999999999998,7,1199.9999999999982,10800.0
2025-02-14,stochastic_48h,38892.30165603418,19734.692649440767,15985.10104604701,771.1576639346755,6112.065899908424,20134.704098842783,2406.9872401169714,22541.691338959758,7949.999999999986,7949.999999999999,20,1199.999999999999,10799.999999999998
2025-02-14,deterministic_48h,37372.245766719236,18880.529680776013,15469.633932463372,1287.8937521520136,5447.441953891942,19282.388092260677,3680.3692632720677,22962.75735553274,7949.999999999997,7753.994565516886,33,1199.9999999999955,10799.999999999996
2025-02-14,no_storage,45458.60576758241,0.0,0.0,153.0692016025642,15809.873152518314,33618.8551394391,672.6875811272515,34291.54272056636,6000.0,6000.0,12,6000.0,6000.0
2025-02-14,stochastic_24h,38892.30165603416,19734.692649440753,15985.10104604701,771.1576639346753,6112.065899908424,20138.99763306466,2406.987240116971,22545.98487318163,5999.999999999998,5999.999999999997,20,1199.9999999999973,10799.999999999996
