date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots
2025-09-08,38772.95000903902,14728.252001096589,53501.20201013561,61336.85080651002,20279.566871903022,18251.61018471272,3404.7785761904793,3318.1031621768675,8315.124735378853,8315.124735378853,74
2025-09-09,39712.64275639357,5737.525316883143,45450.16807327671,63262.5932412039,20407.669418331596,18366.90247649844,1382.822452925171,9501.814485629247,8315.124735378853,8315.124735378853,55
2025-09-10,40647.7351640803,9843.446779781481,50491.18194386178,63558.41598585053,20486.38057483197,18437.742517348775,2386.5183870238125,2580.2976653911564,8315.124735378853,8315.124735378853,65
2025-09-11,38995.19009596202,1900.4560768953668,40895.646172857385,60136.73062439549,15319.852966479742,18553.032182978026,472.99520197278883,10346.81925953323,8315.124735378853,3292.2003063956727,26
2025-09-12,14264.940883495905,1131.8951526573646,15396.83603615327,32324.025376404028,13892.938949462472,12542.645953410783,388.6496019897963,19810.725782342135,3292.2003063956727,3251.089749295424,25
2025-09-13,16700.431051071537,1054.7393379262228,17755.170388997758,38838.81376400898,19475.70145654021,12616.606237560443,310.8465013435371,24283.463563039415,3251.089749295424,8428.291754873715,19
2025-09-14,42805.07332934895,3325.511585552811,46130.58491490176,66481.55359167529,20521.816014806383,18576.99407461068,1025.0417909353762,5462.448692414967,8428.291754873715,8315.124735378853,34
2025-09-15,41051.460791767735,4869.585252196763,45921.046043964496,64956.72427708928,20676.890506002685,18501.84179411748,1095.2096300000012,8809.854561870749,8315.124735378853,8428.291754873715,41
2025-09-16,41915.09212780274,6432.922828772946,48348.01495657568,64600.676683419435,20392.07624568318,18460.228282399796,1955.1476573469402,5132.206394149663,8428.291754873715,8315.124735378853,58
2025-09-17,42697.66601531409,2898.8380591794125,45596.5040744935,66542.98996517403,20744.91147664603,18563.060667696496,799.6189592006803,5200.639715425174,8315.124735378853,8428.291754873715,35
2025-09-18,39978.16658860574,2267.39715197455,42245.563740580285,61812.996423596014,15748.14169115646,18697.48936606384,468.93403564625726,6275.227017482992,8428.291754873715,3659.406444760314,28
2025-09-19,15462.21422130073,829.0649528748331,16291.279174175563,34013.95846023812,14609.778650813569,13118.010287636971,339.796502448981,16760.634282843836,3659.406444760314,3691.8624795176574,18
2025-09-20,16981.31954841431,737.112433588646,17718.431982002956,39578.82716660725,19526.936644767728,13080.871634363162,224.0011289795912,17711.32955184894,3691.8624795176574,8428.291754873715,12
2025-09-21,45704.03131076461,790.6077198539723,46494.63903061858,70723.7647638305,21576.451390430986,19418.806251387894,226.97010625850416,10505.602247712584,8428.291754873715,8428.291754873715,18
