date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots,sample_count,max_history_day,clipped_scenario_price_count,horizon_expected_cost_yuan,solver_status,raw_simultaneous_slots
2025-08-27,56844.235775902285,1771.616098699682,58615.85187460197,79581.79784446585,22020.846906336603,17836.885994132652,346.7131768367343,7830.401242431969,1200.0,1200.0,23,56,2025-08-26,0,113412.40592925512,0,0
2025-08-28,56874.50628234886,11690.194234162678,68564.70051651154,78590.75267592781,21942.39541591081,17773.340286887753,2525.938973894558,6179.8415374659835,1200.0,1200.0,41,56,2025-08-27,0,82139.6787894906,0,0
2025-08-29,23425.431215048597,1438.1250852737105,24863.556300322307,42087.341109567686,13828.05491179558,11200.724478554419,397.06396476190554,17301.85429108843,1200.0,1200.0,18,56,2025-08-28,11,46709.06459629977,0,0
2025-08-30,27271.556999448763,2074.4869227072927,29346.043922156055,50206.84155512954,22345.25009779961,11349.652579217689,675.2611433843541,21373.785346598645,1200.0,8700.0,35,56,2025-08-29,4,76316.50801567684,0,0
2025-08-31,52797.51994748379,883.3099506307635,53680.82989811455,71447.28286388972,13892.292999706055,18002.757329761906,227.60760909864013,9138.731719710882,8700.0,1200.0,15,56,2025-08-30,0,112433.00430167724,0,0
2025-09-01,51498.05007868777,0.0,51498.05007868777,80443.81945460926,22134.53523568069,17928.97354090136,0.0,22664.123226496595,1200.0,1200.0,0,56,2025-08-31,0,112461.22138446345,0,0
2025-09-02,48980.234124110604,4.02869952806118,48984.262823638666,77092.73916149512,21850.886097736624,17699.217739166666,0.9037011054421669,18884.218654030607,1200.0,1200.0,1,56,2025-09-01,0,107498.47988827193,0,0
2025-09-03,48457.66964505705,138.52729649463373,48596.19694155169,74740.28449047534,21881.785270135217,17724.246068809523,35.06638209183666,15070.094421241492,1200.0,1200.0,2,56,2025-09-02,0,103614.79848890108,0,0
2025-09-04,46160.22741601466,381.0138890986034,46541.24130511327,72592.98192293798,21763.13912788696,17628.142693588434,115.96850418367313,14648.388442823129,1200.0,1200.0,6,56,2025-09-03,0,71472.33697817511,0,0
2025-09-05,15808.195124172953,506.08287934758494,16314.278003520538,34644.70147746724,14631.108494457043,11851.197880510203,122.10303595238105,25162.63223280612,1200.0,1200.0,7,56,2025-09-04,10,35766.969971624574,0,0
2025-09-06,17729.230657321434,890.1823261454527,18619.412983466886,41310.432357999074,22584.228308033093,11543.224929506803,273.22688704081725,22821.5721665136,1200.0,8700.0,16,56,2025-09-05,3,58843.78802121123,0,0
2025-09-07,38494.852153545784,1974.1814474020016,40469.03360094778,58509.43615318846,13145.855106827918,17398.142636530614,532.3760798809534,8333.116146105443,8700.0,1200.0,21,56,2025-09-06,0,86867.40492876746,0,0
2025-09-08,40924.45594950025,13655.71903678692,54580.174986287166,64688.47211947153,22212.21094091711,17316.890862142856,3130.7327079761944,3528.315215340135,1200.0,1950.0,67,56,2025-09-07,0,82938.05261969758,0,0
