date,uniform56,half_life7,half_life14,half_life28
2025-03-25,1458.171521633702,1612.9183869975643,1469.6913646017638,1463.1641799264091
2025-03-26,1369.8869429287636,1503.8092202814792,1419.811948246754,1413.3863884938314
2025-03-27,1206.674519797393,1235.2298173773509,1203.345170794491,1201.2256628513392
2025-03-28,1404.727707135256,1420.5897862333927,1412.1145413749873,1412.1913362788214
2025-03-29,1572.7230543023902,1570.0288969502824,1584.6570321658278,1586.8104969640913
2025-03-30,1306.9900101020412,1475.7462514996475,1395.0596527139928,1359.424655600381
2025-03-31,2163.3240701941813,2349.5915102278805,2243.5465632064916,2182.4066351932483
2025-04-01,2258.6043222310864,2115.5906329658865,2204.4632495392757,2213.0763575632227
2025-04-02,2890.657893972317,2781.701602749146,2784.996359324424,2787.557560318607
2025-04-03,1331.6458295030684,1438.444832644272,1380.0353341780444,1355.0075987566154
2025-04-04,1553.9695656607132,1721.21301468858,1650.9153540192751,1593.8118142931257
2025-04-05,1627.7521611944949,1540.8386740135522,1580.8577241634434,1598.4430577158269
2025-04-06,1198.0748101135368,1358.0033384610983,1278.0871348829344,1242.534194529494
2025-04-07,1459.8683313210586,1538.32791493497,1505.787573364431,1449.9652290166373
2025-04-08,1417.881454519972,1492.6788925939964,1442.1613454805492,1427.536892447817
2025-04-09,1936.2917603500307,1849.231630368843,1844.5119991655351,1862.5861988223835
2025-04-10,1419.6625817504855,1671.551284844882,1504.412318256567,1455.099030934653
2025-04-11,1573.956482735674,1767.454169318215,1675.4046116492405,1636.0454969546583
2025-04-12,1400.629321301196,1487.0148204070133,1413.8098355263796,1409.2512647677713
2025-04-13,1046.1919211858917,1081.5137054389875,1071.728044566155,1060.289952011109
2025-04-14,1266.1935461057747,1316.5565541760566,1302.3553455068918,1283.292877123204
2025-04-15,1719.3491360974347,1718.2699949202943,1730.6212540667539,1714.08149534331
2025-04-16,1064.213868693302,1162.8690389177914,1076.9764283979398,1047.8212870558996
2025-04-17,1058.164061868071,1093.787011608309,1066.5249016293533,1049.9567610787974
2025-04-18,1229.724296661685,1345.1891603368308,1291.6073813606158,1275.823155786119
2025-04-19,1522.4808100955768,1651.8729810587722,1613.4046658376697,1557.8296836575091
2025-04-20,1405.8446913612368,1352.4780019643968,1371.0383654388177,1397.632158416973
2025-04-21,1536.0519841444316,1600.1587282157507,1586.590464472383,1563.5326970676567
2025-04-22,1228.247018679489,1288.3191112643717,1213.6115677282583,1213.7143985324858
2025-04-23,1110.0525526186032,1187.9671603792663,1148.7135038861754,1111.7338729106666
2025-04-24,1701.0813140831156,1728.2833403585041,1716.0768910939596,1705.9542955026386
2025-04-25,1335.0928136891444,1342.0150952083245,1346.390690597837,1347.3158149555447
2025-04-26,1720.4737322235947,1712.707015277051,1706.0060952544789,1708.4849501440358
2025-04-27,1653.5778872980313,1565.0609971527601,1600.7696732936456,1617.8516243985878
2025-04-28,3867.6283436047024,4140.1993866735165,3957.757559617005,3893.6660053072446
2025-04-29,1686.6416493513645,1652.939452931541,1679.4939420095425,1669.3602555056195
2025-04-30,1861.5890066543054,1996.7711674988614,1914.255202388184,1866.2069672823352
2025-05-01,2902.7393578494803,2959.3931514724113,2878.123685013976,2899.7677825049614
2025-05-02,4612.934887145462,4020.026053198517,4285.113083101707,4396.046018445248
2025-05-03,1716.5579898684928,1618.2914298953674,1613.8153316518317,1666.1671267622446
2025-05-04,1852.5571071404183,1966.3731478138398,1911.1680390772485,1884.9482888445425
2025-05-05,2069.895400476832,2037.20567796005,2004.2371502576125,2016.4102080179923
2025-05-06,2118.1616630308663,2067.075583212989,2081.5042423798523,2092.1206662524405
2025-05-07,1430.0446943420598,1476.5357742014917,1413.9683760219086,1383.4313987976902
2025-05-08,1651.9595628668494,1874.5117547338173,1772.0219968552865,1702.638338905411
2025-05-09,1359.3664569252892,1492.6451855351397,1423.8591427397928,1398.5163648215253
2025-05-10,1781.081690099106,1679.4170364629376,1705.9012539239818,1737.9487177048968
2025-05-11,1512.1909770512505,1625.5375069856125,1530.9115741628195,1530.3728909755591
2025-05-12,2394.2315147407116,2550.7563480096005,2470.202202520048,2436.8955191526015
2025-05-13,1407.2903250894735,1579.104903997473,1509.7849396536933,1468.0968959086013
2025-05-14,1539.8132321866594,1692.0923292294265,1665.307330012563,1610.0848274959808
2025-05-15,1724.950686069867,1789.3868924098706,1781.8930104429407,1742.0402658798473
2025-05-16,2091.8434793126426,2172.919110691835,2165.431330428498,2149.0660529329525
2025-05-17,1829.6454310565805,1992.865007180987,1914.6028370500474,1871.3664517009854
2025-05-18,1709.511076402522,1876.8350527289972,1753.9760028450482,1711.8081923908292
2025-05-19,1990.9103836057511,1989.7386177387314,2011.2092883894834,1996.0296896509958
2025-05-20,1439.124936453686,1541.9025944001658,1483.8056942288363,1440.702178702555
2025-05-21,1895.385058990868,2152.0124863158517,1979.1202055775448,1899.1849944997211
2025-05-22,1430.6033382766536,1451.3804095146984,1445.8733433341222,1444.4899253501894
2025-05-23,1317.1979182040598,1337.8166409766216,1341.3313978692004,1329.5745463063924
2025-05-24,1908.387067247013,1981.1710690965315,1966.7276906389643,1924.5106742257367
2025-05-25,1703.2433111837574,1666.577471349513,1717.3033112929575,1712.1709018158408
2025-05-26,1952.1562897518322,2280.065175802834,2079.376241172716,1989.6014396958108
2025-05-27,1429.061050485436,1406.9711222550347,1432.1809012050746,1441.9521376937869
2025-05-28,1779.6474924518484,1930.9960172819383,1880.1278275245206,1835.0502373145405
2025-05-29,1716.1394896066356,1736.7487107540176,1681.5553763790697,1667.6693582034013
2025-05-30,1701.0281599440505,1867.2846482026712,1762.461425722659,1728.4886034318927
2025-05-31,1611.0643687227343,1923.322675213219,1742.8323144610877,1675.8909719935673
2025-06-01,8076.742859093322,7954.174894850958,7959.832829244928,8000.130717100576
2025-06-02,6137.068253228891,5251.82266931161,5664.965755406213,5831.515503083647
2025-06-03,2754.7854279172834,1898.4432171058227,2261.12157960951,2526.8475815000047
2025-06-04,2398.310342348174,1885.292465263169,2023.6409964058346,2217.5694912092404
2025-06-05,1564.3634993116207,1578.9314454141377,1428.743503823906,1396.5576123276596
2025-06-06,2651.695520374431,1743.6038833666935,2153.665246513149,2404.603859263875
2025-06-07,2034.2538185600042,1926.0501200515557,1952.1449642106409,1934.2179963899296
2025-06-08,2989.8586903092946,3682.3534983128175,3426.9949864707332,3210.8595504470213
2025-06-09,1767.229529860653,2333.333371466009,2094.633073262329,1922.2132027633156
2025-06-10,1763.5856954436167,2318.934893804995,2080.6186363523893,1908.1674488340127
2025-06-11,1789.0763458642596,1901.1329349616722,1815.283726710335,1827.5294467861222
2025-06-12,1678.4362055706054,1953.0452459808707,1854.4632614628717,1781.2317786046951
2025-06-13,1783.726248237598,1857.0355796155206,1826.8725124845466,1805.4582955446142
2025-06-14,1924.400216429256,2098.930213798325,2072.0756384713386,2022.7639598962023
2025-06-15,2029.1561869356397,2149.95226926467,2163.7343807129846,2124.2833282879246
2025-06-16,1815.5234185989661,1871.6625546781952,1914.3861074136864,1890.4082031270746
2025-06-17,2030.3850987817254,2100.0023399956826,2102.0484795302395,2089.1761143640992
2025-06-18,2144.5922691627065,2051.0146760944,2168.938736402299,2198.339990398744
2025-06-19,2404.6766220813397,2258.0378636453906,2397.666000798132,2432.4030436416956
2025-06-20,2296.402726504904,2060.0876490120418,2231.9002487262883,2291.2312092772554
2025-06-21,2652.7513654978447,2354.192428295717,2527.367866511573,2606.4966037461136
2025-06-22,2341.1746978081637,2001.295358824078,2175.713717913154,2280.04466401331
2025-06-23,1999.7255030174128,1610.5603440572697,1804.95810231577,1928.4646455234101
2025-06-24,2475.994084626599,3419.5918072708055,2771.2011906705015,2574.0625340961506
2025-06-25,1817.3948583226816,1834.3278536834944,1852.3952737253899,1819.6370272269246
2025-06-26,1821.146630127018,1684.1234698413068,1758.9890246867012,1806.14094546821
2025-06-27,2059.375752529335,1766.870186529748,1923.764134242616,2006.0970589704966
2025-06-28,1695.1312178358103,1677.6054888634917,1661.2675478171836,1685.7361744362897
2025-06-29,1864.5743412965512,1893.602303029528,1853.8038834204535,1880.5859986146336
2025-06-30,1917.0743258622338,1723.2438553913425,1806.497332859604,1877.234528396391
2025-07-01,4000.4899981158146,4292.75250844937,4059.099822752436,4008.255589820952
2025-07-02,4183.0927233723505,3827.758019362934,4028.648001435877,4106.859686213333
2025-07-03,2897.255366860224,2730.595120573965,2827.3659826734033,2830.1089980233173
2025-07-04,2291.7359269153326,1855.5186142167902,1940.261811405022,2139.5799998059424
2025-07-05,2138.6144503413466,1948.2487554635577,1958.550992976086,2012.0902218228512
2025-07-06,1880.5305742257447,2463.032782396085,2207.069916253892,2004.8265589745386
2025-07-07,1909.1724099321589,1966.1660733368421,1893.8869495210108,1904.262582633957
2025-07-08,1665.3358640667122,1790.1035209357822,1741.2270381807364,1699.792321503145
2025-07-09,1858.6444845850078,2021.0466728104757,1934.882809752455,1883.2177800717432
2025-07-10,1823.3178150822068,1866.3094939858806,1789.2467781833311,1790.5885121227857
2025-07-11,2688.2679253220995,3245.234964723782,3055.48135154569,2895.983431331624
2025-07-12,1460.2434163332841,1624.560073163078,1544.8105022961215,1475.5643917823668
2025-07-13,1949.368677131276,1935.1344427322124,1903.6216585559991,1926.846372136773
2025-07-14,1435.3367776361179,1546.0795254308857,1488.8098930485226,1432.1680127667519
2025-07-15,2625.175739881268,2707.963856568277,2689.4281639630567,2675.9744382753174
2025-07-16,2066.642545041804,2007.8973126497488,2032.9133875458065,2056.468589563507
2025-07-17,1951.5425307360665,2173.1044632868097,2097.8027204963428,2035.1662527295166
2025-07-18,2462.1245486327207,2854.7456078814757,2773.19866509907,2596.392053796119
2025-07-19,1437.300267035041,1426.176755669403,1452.0208836613579,1435.2289251993893
2025-07-20,1473.4665732469768,1536.3277180338573,1498.7676111546866,1476.033304649861
2025-07-21,1523.570058493321,1704.3883534032516,1616.9900920155994,1570.794335185119
2025-07-22,2012.0848215132805,2111.634970386542,2006.621868009217,2009.3864655375212
2025-07-23,1663.0441965833777,1710.9754196121116,1661.1287278608243,1662.513796310518
2025-07-24,2194.636366868691,2125.1934727772036,2173.608758112297,2197.9392685354715
2025-07-25,1687.129289309842,1750.6286813414101,1698.0032589390112,1692.7899023612351
2025-07-26,1544.2874339704076,1649.6470270420361,1573.7257563828337,1544.6967420707856
2025-07-27,1971.4425348249133,1967.9231574543494,1996.9114528434939,1974.572937291577
2025-07-28,2274.6926886565752,2346.6467025104257,2320.9810419462965,2309.135334316205
2025-07-29,2026.7223723249713,1893.1836274887273,1968.2136428143028,1979.5389194368404
2025-07-30,1829.2297105345892,1753.0902133703187,1730.1537199619459,1798.3675153437252
2025-07-31,1493.6807930161654,1523.7770012112692,1453.128887502025,1482.7624303095279
2025-08-01,2458.219184650343,2654.467236751957,2613.9475193335543,2545.428080991923
2025-08-02,2157.9835695399743,2317.1340753288873,2311.704779679071,2279.0470470370337
2025-08-03,2925.6618868234277,3259.2438684897133,3160.0662365248704,3054.663891466974
2025-08-04,1827.4260992883171,1991.5135413241305,1978.1619355417579,1922.1398427620993
2025-08-05,1679.9968954023068,1715.6030932029853,1762.977043544412,1735.322987425254
2025-08-06,2400.528646133762,2533.630620785447,2438.04916035316,2392.8730991307657
2025-08-07,1636.2686630356834,1762.94529477587,1731.9568357275152,1686.8895771658817
2025-08-08,1625.2272711130718,1734.3390485585146,1686.5876727238078,1671.9638195780312
2025-08-09,1745.7885110001353,1997.2570365056545,1816.1422127911983,1769.4577139268536
2025-08-10,2070.754834705832,1990.508377291395,1978.7694735387404,2019.9007898190885
2025-08-11,1973.0878814345306,2050.1881013074517,1942.3319522499437,1927.9149759220008
2025-08-12,2343.6930190483104,2526.3675603845754,2347.749618078465,2274.3418417768307
2025-08-13,2089.781549273099,2173.1760437615876,2112.068665929585,2093.2762329712195
2025-08-14,1618.397437556116,1842.2849252569717,1698.1287768708626,1656.8818322941713
2025-08-15,1642.7636637026349,1855.6400295481103,1768.9731701726869,1713.67126716768
2025-08-16,1739.0564628250315,1873.7998700030219,1811.6315931785562,1796.699081844023
2025-08-17,1544.1666415827467,1619.442148995123,1610.1359731645744,1597.0286003745227
2025-08-18,1772.370044106369,1653.690561188114,1699.5704926529793,1745.9288351828684
2025-08-19,1605.8968052986547,1692.1380011550089,1687.2202723647158,1645.3291080874371
2025-08-20,3437.398135885325,3214.071806666882,3202.9175628316534,3309.9244507268168
2025-08-21,1800.1786441082954,1810.5178120975584,1769.279746208882,1784.6267246032462
2025-08-22,2161.673278485072,2212.7866638478226,2166.374172142074,2157.534391817983
2025-08-23,1890.3884314324773,1975.6811642774883,1907.876742108604,1878.597066232284
2025-08-24,1576.8444918762393,1752.3551028218667,1638.8390159884168,1604.871331664926
2025-08-25,2070.939748549441,1918.2173506899976,1951.9428666002123,2029.7143290905917
2025-08-26,1574.7282150898748,1689.1530554963101,1627.4022588629973,1611.100674304668
2025-08-27,1405.7247736904578,1539.9547003630096,1453.7659051876135,1406.5893849607623
2025-08-28,2880.627701307987,2882.94450922598,2865.167529990628,2880.2614601342802
2025-08-29,1618.7574832861205,1732.2562062926277,1608.5534422874973,1586.0282161514842
2025-08-30,2229.774668829986,2371.130990762634,2278.0074168700776,2263.8788404357
2025-08-31,1442.9013088405572,1565.32817737734,1548.5666259148593,1491.3657157465168
2025-09-01,3491.5819502588847,3637.9199254726755,3608.827452763271,3563.2609451516814
2025-09-02,2628.586872276562,2714.6704082519977,2716.5633775447977,2694.9017461127523
2025-09-03,2166.842100841729,2137.2836346866625,2202.486943836935,2202.680347214714
2025-09-04,2097.7767670686335,2018.1085154016878,2076.364051067364,2102.5633217886016
2025-09-05,1976.5550306362586,1850.8627591670875,1941.3472939708258,1968.8489745792594
2025-09-06,2229.1569398346783,2363.1454112853635,2313.4054899843254,2269.3052862975896
2025-09-07,1621.6249611708167,1703.7981521089096,1689.190630788413,1664.9333435407143
2025-09-08,3160.036067465312,3741.4135502432346,3293.0836794501147,3175.2771434588667
2025-09-09,2198.424471747397,2191.2194657772498,2131.8854342919044,2139.5898276115504
2025-09-10,2844.5737393610734,2884.7236596591792,2850.1024275413774,2862.0312864021953
2025-09-11,1728.1024299012154,2013.5616024036508,1835.2670796265102,1771.3256734305614
2025-09-12,1246.7570241615576,1422.9987213747515,1318.3733195510279,1286.309467031561
2025-09-13,1812.3561671456973,1961.0431275103326,1864.8913596455284,1857.7875820184468
2025-09-14,1503.3732043982855,1605.384815045863,1534.7541979088287,1531.4578138522045
2025-09-15,1960.7499324205537,1963.092891461527,1992.0212238165427,1975.384603755984
2025-09-16,1848.92738071919,1831.5389984338542,1850.9825587224286,1827.281779760562
2025-09-17,1393.0861597715163,1446.003506708375,1402.6258577049396,1389.2584904548612
2025-09-18,1287.09158912459,1155.6402773580407,1145.6353578606645,1207.6495315105158
2025-09-19,1175.3217674826205,1237.4783184341563,1201.5206365050258,1203.0220098720065
2025-09-20,1442.2156822344268,1650.9395847688452,1527.127086686465,1475.493596006712
2025-09-21,1715.8701134094683,1778.5404714113965,1761.1406772812172,1748.9550964084456
2025-09-22,1740.7749560751777,1724.6493592171678,1711.563856623515,1718.2054788455564
2025-09-23,1603.6554790784528,1555.0179252480073,1523.8352683233552,1545.8056715931618
2025-09-24,1286.4925706195131,1320.1180527642132,1303.7861452497593,1301.372081498883
2025-09-25,1690.0135362754468,1646.3687632164788,1671.7451734039719,1692.2616815447682
2025-09-26,1550.82201755517,1650.5340619224974,1580.3056311520504,1561.1315338111444
2025-09-27,1536.299094984092,1850.4775804092867,1746.4306570811818,1631.181189279747
2025-09-28,1227.2810888112542,1322.950237497379,1285.1422427191699,1270.9831040941506
2025-09-29,1516.4134207605293,1447.0699921792573,1469.3306035022324,1502.01273343754
2025-09-30,1282.3331602564006,1356.2586757027993,1300.9423067504047,1297.354411536199
2025-10-01,3312.0787659084617,3351.022979186676,3331.3719006827396,3338.372781407235
2025-10-02,2739.540844477484,2745.2383505402563,2752.96276701914,2750.2252895265547
2025-10-03,2133.6545867824543,2044.158608424632,2101.764846457296,2124.7460707964374
2025-10-04,1302.8039462628412,1267.7086591483376,1290.2466494470805,1301.5460356085644
2025-10-05,1737.6782276355939,1535.1778088977308,1634.8225104023868,1699.5130403105313
2025-10-06,1130.1202296031424,1059.7827651127463,1075.615900850541,1110.063675522341
2025-10-07,1059.0969283735035,1124.0879591656387,1104.9780502578376,1062.1732098350776
2025-10-08,1329.36580707126,1356.9983025022648,1316.2244294120592,1323.500217536323
2025-10-09,1158.0757969244185,1126.8914036917267,1110.36995152184,1109.3944438772955
2025-10-10,1392.1083578080584,1327.1368667882925,1336.065380053655,1372.0206564047417
2025-10-11,1060.8159790431114,1226.0318608601287,1120.6096316862,1086.064064802661
2025-10-12,1291.3582993784157,1470.8956328228182,1373.3641013716492,1326.051035925868
2025-10-13,1234.186553653632,1147.8420929121812,1180.9070743289583,1212.7172559345431
2025-10-14,1048.9253394233165,1227.0189304518865,1136.6347188442342,1103.2699072613436
2025-10-15,1587.756579053033,1611.168328299655,1623.4874199942474,1607.9032337186104
2025-10-16,1770.9008786924405,1667.8652010481774,1737.0155536194163,1750.8275067382542
2025-10-17,1106.7065574026992,1045.703556277332,977.3123966585588,1024.450682894523
2025-10-18,1198.601557765299,1175.2238626322962,1173.4626555341713,1189.3319354444834
2025-10-19,1111.0662810202325,1155.5376844175532,1142.9328947203105,1138.12857018358
2025-10-20,1600.616118838634,1842.413997855786,1712.5037361710183,1646.6599756733065
2025-10-21,1136.1323849049984,1251.6438501411963,1181.8393076580392,1158.1076027469405
2025-10-22,1757.7702353800596,1822.8756667257069,1839.8196855226436,1830.5553292809136
2025-10-23,1256.9460227540148,1424.1289608140767,1347.3820070982651,1299.157171748423
2025-10-24,1301.5531818036234,1449.0627487519237,1387.3005458250218,1349.4872407669677
2025-10-25,1085.5811784218981,1141.0202761467672,1118.2350216304333,1112.0532918613326
2025-10-26,1217.429175942993,1229.5727261134411,1234.986514150426,1223.9484861293877
2025-10-27,1502.590499475964,1557.042198886396,1512.6297702658762,1515.1901207988014
2025-10-28,1096.9243082449611,1101.803115251826,1090.7300073936353,1094.3537207058378
2025-10-29,1456.723452335277,1633.9812124932264,1506.0658307524031,1488.8103160345509
2025-10-30,1296.461754365162,1369.5252406221205,1328.2013999016199,1311.0376133925788
2025-10-31,993.155005169661,1012.271557370757,998.1359456022548,995.2188130320305
2025-11-01,1042.1946166698049,1015.9312139384829,1008.7874403618409,1021.2973009481377
2025-11-02,1105.5750566447305,1080.2897558693967,1068.8196887566571,1081.4379600185125
2025-11-03,1236.7556587210856,1223.8080436120172,1203.370244815956,1206.124716928187
2025-11-04,1448.2941879149535,1459.2907354760075,1450.7364306667346,1445.331958695683
2025-11-05,1134.9385227393984,1053.8430327828833,1097.6584176228462,1119.3145486585686
2025-11-06,1327.9933146866742,1510.983866550841,1380.6989102930552,1339.5748399716613
2025-11-07,1493.3607126481147,1394.3803443129484,1468.1107099848198,1490.0821042047269
2025-11-08,1233.153585896417,1178.1996685688005,1196.8501925806559,1220.4092082222332
2025-11-09,1223.2419187881821,1328.5651717353892,1238.7853183438704,1224.0000445601556
2025-11-10,866.8673367901345,886.168569403039,852.5659136379963,858.9900587582604
2025-11-11,1042.996574175922,949.2818640057485,985.3806023791121,1012.5263026105446
2025-11-12,1197.9515557454724,1189.8910054514115,1175.3050538757716,1177.2519852909006
2025-11-13,1179.704559790095,1187.242502707968,1169.976054225422,1157.6498312412518
2025-11-14,928.0417460186768,826.0602865999149,878.3953676190065,917.2292441232416
2025-11-15,956.9155030090271,987.1836510945509,930.4892303210646,944.8016852472338
2025-11-16,1179.0463514256521,1220.090843915451,1183.65228305345,1166.197022138996
2025-11-17,1222.2169943422664,1143.0733919369354,1169.487059488335,1192.0668807198103
2025-11-18,1100.954701548639,1102.3304812952665,1082.1534933646797,1085.5303284550882
2025-11-19,889.4725719147599,892.1695662790738,872.933901371932,871.0725058140176
2025-11-20,1017.1686928743065,1017.6552960146907,1016.5017399698854,1017.3027932397746
2025-11-21,1194.8680937324084,1116.5036474892654,1131.5134204382873,1167.1978786371046
2025-11-22,993.2327251088054,951.825619937133,969.4262930343389,959.3839494602523
2025-11-23,1219.573249007804,1282.508588756551,1210.3492197410114,1200.8060713397545
2025-11-24,1258.295506024221,1241.2341466004048,1229.1714316601583,1244.4791062132117
2025-11-25,966.7824210148306,990.0107695481307,961.5219267445443,970.3243169012503
2025-11-26,855.418329186954,848.148393380923,841.9555285781217,842.4815864655864
2025-11-27,1075.8115317008492,1039.7687924135012,1046.005795157101,1074.1461560581597
2025-11-28,892.6344213939524,852.2281372061643,861.1449434027754,877.6059907116748
2025-11-29,1502.9804550748872,1755.5238824461303,1652.4053980769836,1561.6440326258682
2025-11-30,834.0613230161184,917.491940649942,869.7219344603029,850.3876031134973
2025-12-01,2799.2168051079984,3035.1500713366227,2977.5518265222936,2900.1606092373722
2025-12-02,2540.3383759777603,2621.628071628652,2639.8048538933112,2611.4041157523848
2025-12-03,1261.1959902265326,1094.2137700686449,1188.9116264697132,1240.3659856094678
2025-12-04,1413.3758255069727,1285.0518465648697,1347.2207862990313,1380.6605989959107
2025-12-05,1077.7735107976107,1158.1038788523147,1089.2214704599314,1084.1813128311333
